loss,val_loss,lr,time,plot
0.1535433977842331,0.008693769574165344,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.025898022577166557,0.007363658398389816,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.023299898952245712,0.006948357447981834,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.019329629838466644,0.00628825044259429,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.01642952300608158,0.005494402721524239,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.01478484459221363,0.005028421990573406,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.013953566551208496,0.005147705785930157,0.001,20240828_215630,track1-dave2_20240828_215630.png
0.01302010752260685,0.005190946627408266,0.001,20240828_215630,track1-dave2_20240828_215630.png
